datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
20010423-19:30,Smoke,14,0,0,27.8,42,,1006,0,0,28,0,0,1.5,0,North,,,0
20010423-20:30,Smoke,11,0,0,,35,,1006,0,0,28,0,0,1.5,0,North,,,0
20010423-22:30,Smoke,12,0,0,26.8,39,,1006,0,0,27,0,0,2,0,North,,,0
20010423-23:30,Smoke,14,0,0,,50,,1006,0,0,25,0,0,1.7,0,North,,,0
20010424-00:30,Smoke,13,0,0,,47,,1007,0,0,25,0,0,1.8,0,North,,,0
20010424-01:30,Smoke,13,0,0,,44,,1007,0,0,26,0,0,1.8,0,North,,,0
20010424-02:30,Haze,12,0,0,29,33,,1008,0,0,30,0,0,2.5,230,SW,,,5.6
20010424-03:30,Haze,12,0,0,30.7,29,,1008,0,0,32,0,0,2.2,260,West,,,9.3
20010424-04:30,Haze,11,0,0,,27,,1009,0,0,32,0,0,2.5,230,SW,,,11.1
20010424-05:30,Haze,12,0,0,34.7,23,,1009,0,0,36,0,0,3,280,West,,,11.1
20010424-06:30,Haze,13,0,0,37.1,22,,1008,0,0,38,0,0,3.5,290,WNW,,,9.3
20010424-07:30,Haze,12,0,0,39.1,19,,1008,0,0,40,0,0,5,270,West,,,14.8
20010424-08:30,Haze,11,0,0,,17,,1007,0,0,41,0,0,5,280,West,,,18.5
20010424-09:30,Haze,10,0,0,,15,,1006,0,0,41,0,0,5,320,NW,,,16.7
20010424-10:30,Scattered Clouds,9,0,0,,14,,1005,0,0,41,0,0,6,320,NW,,,22.2
20010424-11:30,Scattered Clouds,10,0,0,,15,,1005,0,0,41,0,0,6,310,NW,,,13
20010424-12:30,Haze,11,0,0,,18,,1005,0,0,39,0,0,4.5,310,NW,,,11.1
20010424-13:30,Haze,11,0,0,,18,,1005,0,0,39,0,0,4,340,NNW,,,7.4
20010424-14:30,Haze,12,0,0,35.8,22,,1006,0,0,37,0,0,2.5,330,NNW,,,3.7
20010424-15:30,Haze,13,0,0,33,28,,1006,0,0,34,0,0,2.5,40,NE,,,5.6
20010424-16:30,Haze,15,0,0,31.6,36,,1006,0,0,32,0,0,2.5,50,NE,,,7.4
20010424-17:30,Haze,16,0,0,30.9,40,,1007,0,0,31,0,0,2.5,100,East,,,3.7
20010424-18:30,Haze,16,0,0,30.9,40,,1006,0,0,31,0,0,2.5,0,North,,,0
20010424-19:30,Haze,17,0,0,30.3,45,,1006,0,0,30,0,0,2.5,0,North,,,0
20010424-20:30,Haze,17,0,0,28.5,51,,1006,0,0,28,0,0,2.2,0,North,,,0
20010424-21:30,Haze,17,0,0,27.7,54,,1005,0,0,27,0,0,2.2,0,North,,,0
20010424-22:30,Haze,17,0,0,,57,,1005,0,0,26,0,0,2.2,0,North,,,0
20010424-23:30,Haze,16,0,0,,54,,1005,0,0,26,0,0,2.2,0,North,,,0
20010425-00:30,Smoke,16,0,0,,57,,1006,0,0,25,0,0,2,0,North,,,0
20010425-01:30,Smoke,16,0,0,27.5,51,,1006,0,0,27,0,0,1.5,0,North,,,0
20010425-02:30,Haze,15,0,0,30.6,38,,1007,0,0,31,0,0,1.5,250,WSW,,,3.7
20010425-03:30,Haze,13,0,0,33,28,,1007,0,0,34,0,0,1.7,240,WSW,,,11.1
20010425-04:30,Haze,15,0,0,36.9,27,,1007,0,0,37,0,0,2.5,270,West,,,5.6
20010425-05:30,Haze,13,0,0,38.3,21,,1007,0,0,39,0,0,3.5,240,WSW,,,9.3
20010425-06:30,Haze,13,0,0,39.4,20,,1006,0,0,40,0,0,3.5,320,NW,,,13
20010425-07:30,Haze,14,0,0,39.7,21,,1006,0,0,40,0,0,4.5,300,WNW,,,22.2
20010425-08:30,Haze,12,0,0,40.1,18,,1005,0,0,41,0,0,5,319,NW,,,20.4
20010425-09:30,Haze,11,0,0,,17,,1004,0,0,41,0,0,5,250,WSW,,,18.5
20010425-10:30,Haze,12,0,0,40.1,18,,1003,0,0,41,0,0,5,290,WNW,,,18.5
20010425-11:30,Haze,12,0,0,39.1,19,,1002,0,0,40,0,0,5,310,NW,,,18.5
20010425-12:30,Haze,12,0,0,38,20,,1002,0,0,39,0,0,5,300,WNW,,,14.8
20010425-13:30,Haze,13,0,0,37.1,22,,1002,0,0,38,0,0,4,310,NW,,,11.1
20010425-14:30,Haze,12,0,0,36.9,21,,1003,0,0,38,0,0,2.5,300,WNW,,,13
20010425-15:30,Haze,13,0,0,35,25,,1003,0,0,36,0,0,2,340,NNW,,,9.3
20010425-16:30,Haze,14,0,0,33.3,30,,1004,0,0,34,0,0,2.2,350,North,,,9.3
20010425-17:30,Haze,,0,0,,N/A,,-9999,0,0,,0,0,2.2,350,North,,,5.6
20010425-18:30,Haze,13,0,0,31.9,29,,1003,0,0,33,0,0,2.8,350,North,,,7.4
20010425-19:30,Haze,12,0,0,30.7,29,,1003,0,0,32,0,0,3,350,North,,,5.6
20010425-20:30,Haze,13,0,0,30,33,,1003,0,0,31,0,0,3,360,North,,,5.6
20010425-22:30,Haze,14,0,0,27.8,42,,1003,0,0,28,0,0,3,0,North,,,0
20010425-23:30,Haze,13,0,0,,44,,1003,0,0,26,0,0,2.5,0,North,,,0
20010426-00:30,Haze,14,0,0,,47,,1003,0,0,26,0,0,2,0,North,,,0
20010426-01:30,Haze,14,0,0,,47,,1004,0,0,26,0,0,1.7,0,North,,,0
20010426-02:30,Smoke,14,0,0,28.6,40,,1005,0,0,29,0,0,2,240,WSW,,,7.4
20010426-03:30,Smoke,15,0,0,31.6,36,,1005,0,0,32,0,0,2.3,0,North,,,0
20010426-04:30,Smoke,16,0,0,36.2,30,,1005,0,0,36,0,0,2.5,330,NNW,,,5.6
20010426-05:30,Smoke,13,0,0,37.1,22,,1005,0,0,38,0,0,3,310,NW,,,14.8
20010426-06:30,Haze,14,0,0,39.7,21,,1005,0,0,40,0,0,3,270,West,,,11.1
20010426-07:30,Haze,12,0,0,39.1,19,,1004,0,0,40,0,0,4,340,NNW,,,9.3
20010426-08:30,Haze,13,0,0,41.5,18,,1003,0,0,42,0,0,5,300,WNW,,,24.1
20010426-09:30,Haze,11,0,0,,16,,1002,0,0,42,0,0,5,320,NW,,,16.7
20010426-10:30,Haze,12,0,0,41.2,17,,1002,0,0,42,0,0,5,300,WNW,,,13
20010426-11:30,Haze,13,0,0,40.5,19,,1002,0,0,41,0,0,5,310,NW,,,9.3
20010426-12:30,Haze,14,0,0,40.8,20,,1002,0,0,41,0,0,5,310,NW,,,9.3
20010426-13:30,Haze,13,0,0,38.3,21,,1002,0,0,39,0,0,4,210,SSW,,,5.6
20010426-14:30,Haze,15,0,0,36.9,27,,1002,0,0,37,0,0,3.5,0,North,,,0
20010426-15:30,Haze,17,0,0,35.6,34,,1003,0,0,35,0,0,3.5,0,North,,,0
20010426-16:30,Haze,13,0,0,33.9,26,,1004,0,0,35,0,0,2.5,100,East,,,7.4
20010426-17:30,Haze,15,0,0,33.6,32,,1004,0,0,34,0,0,2.5,180,South,,,5.6
20010426-18:30,Haze,14,0,0,32.1,31,,1004,0,0,33,0,0,2.5,0,North,,,0
20010426-19:30,Haze,15,0,0,31.6,36,,1003,0,0,32,0,0,2.5,0,North,,,0
20010426-20:30,Haze,12,0,0,29.8,31,,1003,0,0,31,0,0,2.5,0,North,,,0
20010426-21:30,Haze,14,0,0,30.3,35,,1003,0,0,31,0,0,2.5,220,SW,,,5.6
20010426-22:30,Haze,11,0,0,,31,,1002,0,0,30,0,0,2.5,220,SW,,,7.4
20010426-23:30,Haze,11,0,0,,29,,1003,0,0,31,0,0,2.5,270,West,,,7.4
20010427-00:30,Haze,10,0,0,,29,,1003,0,0,30,0,0,2.5,220,SW,,,14.8
20010427-01:30,Haze,11,0,0,,31,,1004,0,0,30,0,0,2.5,230,SW,,,7.4
20010427-02:30,Haze,11,0,0,,27,,1005,0,0,32,0,0,2.5,230,SW,,,9.3
20010427-03:30,Haze,11,0,0,,23,,1005,0,0,35,0,0,2.8,280,West,,,20.4
20010427-04:30,Haze,12,0,0,35.8,22,,1005,0,0,37,0,0,3.5,260,West,,,13
20010427-05:30,Haze,13,0,0,38.3,21,,1005,0,0,39,0,0,4,270,West,,,13
20010427-06:30,Haze,13,0,0,39.4,20,,1004,0,0,40,0,0,4.5,290,WNW,,,22.2
20010427-07:30,Haze,12,0,0,40.1,18,,1004,0,0,41,0,0,5,270,West,,,22.2
20010427-08:30,Haze,13,0,0,41.5,18,,1003,0,0,42,0,0,4,300,WNW,,,22.2
20010427-09:30,Haze,11,0,0,,16,,1002,0,0,42,0,0,4,330,NNW,,,22.2
20010427-10:30,Haze,11,0,0,,16,,1001,0,0,42,0,0,5,330,NNW,,,22.2
20010427-11:30,Haze,11,0,0,,16,,1001,0,0,42,0,0,5,290,WNW,,,22.2
20010427-12:30,Haze,11,0,0,,17,,1001,0,0,41,0,0,3,300,WNW,,,44.4
20010427-13:30,Haze,13,0,0,38.3,21,,1001,0,0,39,0,0,3,280,West,,,11.1
20010427-14:30,Haze,13,0,0,36.2,24,,1001,0,0,37,0,0,3,230,SW,,,5.6
20010427-15:30,Haze,14,0,0,35.5,27,,1002,0,0,36,0,0,3,230,SW,,,3.7
20010427-16:30,Haze,15,0,0,35.7,28,,1002,0,0,36,0,0,2.5,200,SSW,,,3.7
20010427-17:30,Haze,15,0,0,33.6,32,,1002,0,0,34,0,0,2.5,200,SSW,,,5.6
20010427-18:30,Haze,12,0,0,32.7,26,,-9999,0,0,34,0,0,2.2,210,SSW,,,9.3
20010427-19:30,Haze,12,0,0,31.7,28,,1001,0,0,33,0,0,2.5,0,North,,,0
20010427-20:30,Smoke,14,0,0,30.3,35,,1001,0,0,31,0,0,2.5,0,North,,,0
20010427-21:30,Haze,12,0,0,29,33,,1000,0,0,30,0,0,2.5,200,SSW,,,3.7
20010427-22:30,Haze,12,0,0,28.2,35,,1000,0,0,29,0,0,2.5,220,SW,,,5.6
20010427-23:30,Haze,10,0,0,,30,,1001,0,0,29,0,0,2.5,230,SW,,,7.4
20010428-00:30,Haze,9,0,0,,29,,1001,0,0,29,0,0,2.5,230,SW,,,11.1
20010428-01:30,Haze,10,0,0,,32,,1002,0,0,28,0,0,2.5,230,SW,,,7.4
20010428-02:30,Haze,8,0,0,,22,,1002,0,0,32,0,0,2.5,250,WSW,,,13
20010428-03:30,Haze,10,0,0,,20,,1002,0,0,36,0,0,3,250,WSW,,,14.8
20010428-04:30,Haze,9,0,0,,17,,1002,0,0,38,0,0,3,270,West,,,37
20010428-05:30,Widespread Dust,11,0,0,,20,,1002,0,0,38,0,0,2.2,300,WNW,,,27.8
20010428-06:30,Clear,10,0,0,,16,,1001,0,0,40,0,0,2.8,250,WSW,,,22.2
20010428-08:30,Clear,13,0,0,41.5,18,,1000,0,0,42,0,0,3,280,West,37,,18.5
20010428-09:30,Widespread Dust,13,0,0,41.5,18,,999,0,0,42,0,0,3,270,West,40.7,,22.2
20010428-10:30,Widespread Dust,11,0,0,,16,,999,0,0,42,0,0,3.5,270,West,37,,18.5
20010428-11:30,Widespread Dust,11,0,0,,16,,999,0,0,42,0,0,4,280,West,37,,18.5
20010428-12:30,Widespread Dust,11,0,0,,17,,999,0,0,41,0,0,4,270,West,37,,18.5
20010428-13:30,Clear,11,0,0,,17,,999,0,0,40,0,0,3,250,WSW,,,11.1
20010428-14:30,Clear,11,0,0,,20,,999,0,0,38,0,0,2.5,230,SW,,,9.3
20010428-15:30,Haze,10,0,0,,18,,1000,0,0,38,0,0,2.5,230,SW,,,11.1
20010428-16:30,Haze,9,0,0,,18,,1000,0,0,37,0,0,2.5,230,SW,,,14.8
20010428-17:30,Haze,8,0,0,,17,,1000,0,0,37,0,0,2.5,260,West,,,14.8
20010428-18:30,Haze,8,0,0,,21,,1001,0,0,33,0,0,2.5,210,SSW,,,9.3
20010428-19:30,Haze,7,0,0,,20,,1000,0,0,33,0,0,2.5,220,SW,,,14.8
20010428-20:30,Haze,,0,0,,N/A,,1000,0,0,,0,0,2.5,260,West,,,7.4
20010428-21:30,Haze,8,0,0,,24,,1000,0,0,31,0,0,2.5,220,SW,,,7.4
20010428-22:30,Haze,8,0,0,,25,,1000,0,0,30,0,0,2.5,230,SW,,,7.4
20010428-23:30,Haze,7,0,0,,25,,1001,0,0,29,0,0,2.5,230,SW,,,5.6
20010429-00:30,Haze,8,0,0,,27,,1002,0,0,29,0,0,2.5,240,WSW,,,5.6
20010429-01:30,Haze,10,0,0,,30,,1002,0,0,29,0,0,2.5,240,WSW,,,5.6
20010429-02:30,Haze,13,0,0,30.9,31,,1083,0,0,32,0,0,2.8,320,NW,,,7.4
20010429-03:30,Haze,12,0,0,32.7,26,,1003,0,0,34,0,0,3,300,WNW,,,13
20010429-04:30,Haze,13,0,0,35,25,,1004,0,0,36,0,0,3,270,West,,,11.1
20010429-05:30,Clear,13,0,0,37.1,22,,1084,0,0,38,0,0,3.5,300,WNW,,,14.8
20010429-06:30,Clear,13,0,0,38.3,21,,1003,0,0,39,0,0,4,310,NW,,,163
20010429-07:30,Clear,13,0,0,40.5,19,,1002,0,0,41,0,0,,260,West,,,9.3
20010429-08:30,Clear,13,0,0,41.5,18,,1002,0,0,42,0,0,3.5,300,WNW,,,13
20010429-11:30,Clear,11,0,0,,16,,999,0,0,42,0,0,4,310,NW,,,24.1
20010429-12:30,Unknown,10,0,0,,15,,999,0,0,41,0,0,,330,NNW,,,18.5
20010429-13:30,Scattered Clouds,12,0,0,39.1,19,,1000,0,0,40,0,0,3.5,320,NW,,,3.7
20010429-14:30,Haze,,0,0,,N/A,,1001,0,0,,0,0,2.5,0,North,,,0
20010429-15:30,Haze,12,0,0,34.7,23,,1001,0,0,36,0,0,2.5,70,ENE,,,5.6
20010429-16:30,Haze,11,0,0,,23,,1002,0,0,35,0,0,2.5,160,SSE,,,9.3
20010429-17:30,Haze,14,0,0,32.1,31,,1002,0,0,33,0,0,2.5,230,SW,,,11.1
20010429-18:30,Haze,14,0,0,32.1,31,,1002,0,0,33,0,0,3,0,North,,,0
20010429-19:30,Haze,14,0,0,30.3,35,,1002,0,0,31,0,0,3,0,North,,,0
20010429-20:30,Haze,14,0,0,30.3,35,,1002,0,0,31,0,0,3,0,North,,,0
20010429-21:30,Haze,15,0,0,28.8,42,,1002,0,0,29,0,0,3,0,North,,,0
20010429-22:30,Haze,15,0,0,28.8,42,,1002,0,0,29,0,0,3,0,North,,,
20010430-00:30,Haze,13,0,0,28.4,37,,1004,0,0,29,0,0,3,230,SW,,,3.7
20010430-01:30,Haze,13,0,0,28.4,37,,1005,0,0,29,0,0,3,230,SW,,,5.6
20010430-02:30,Haze,15,0,0,30.6,38,,1006,0,0,31,0,0,3,240,WSW,,,5.6
20010430-03:30,Haze,14,0,0,33.3,30,,1006,0,0,34,0,0,3,230,SW,,,9.3
20010430-04:30,Partly Cloudy,13,0,0,37.1,22,,1006,0,0,38,0,0,3,260,West,,,18.5
20010430-06:30,Partly Cloudy,18,0,0,43.2,26,,1005,0,0,41,0,0,3,280,West,,,3.7
20010430-10:30,Scattered Clouds,15,0,0,43.4,19,,1003,0,0,43,0,0,4.5,260,West,,,11.1
20010430-11:30,Partly Cloudy,13,0,0,42.6,17,,1002,0,0,43,0,0,4.5,300,WNW,,,14.8
20010430-12:30,Partly Cloudy,12,0,0,41.2,17,,1002,0,0,42,0,0,4,340,NNW,,,16.7
20010430-13:30,Partly Cloudy,13,0,0,40.5,19,,1002,0,0,41,0,0,3.5,330,NNW,,,11.1
20010430-14:30,Clear,16,0,0,38.5,27,,1003,0,0,38,0,0,2.2,30,NNE,,,3.7
20010430-15:30,Unknown,15,0,0,35.7,28,,1004,0,0,36,0,0,,0,North,,,
20010430-16:30,Clear,16,0,0,34,34,,1004,0,0,34,0,0,2.2,0,North,,,0
20010430-17:30,Clear,15,0,0,32.6,34,,1005,0,0,33,0,0,2,0,North,,,0
20010430-18:30,Haze,15,0,0,31.6,36,,1004,0,0,32,0,0,2.1,0,North,,,0
20010430-19:30,Haze,10,0,0,,26,,1004,0,0,32,0,0,2.5,230,SW,,,11.1
20010430-20:30,Haze,12,0,0,30.7,29,,1004,0,0,32,0,0,2.5,220,SW,,,5.6
20010430-21:30,Haze,15,0,0,30.6,38,,1004,0,0,31,0,0,2.5,240,WSW,,,3.7
20010430-22:30,Haze,14,0,0,29.4,37,,1004,0,0,30,0,0,2.5,180,South,,,5.6
20010430-23:30,Haze,15,0,0,28.8,42,,1004,0,0,29,0,0,,0,North,,,
20010501-00:30,Haze,15,0,0,28.8,42,,1005,0,0,29,0,0,2.5,220,SW,,,3.7
20010501-01:30,Haze,17,0,0,31.4,43,,1006,0,0,31,0,0,2.8,0,North,,,0
20010501-02:30,Haze,15,0,0,32.6,34,,1006,0,0,33,0,0,3,50,NE,,,7.4
20010501-03:30,Haze,16,0,0,35.1,32,,1007,0,0,35,0,0,2.2,80,East,,,11.1
20010501-04:30,Haze,16,0,0,36.2,30,,1007,0,0,36,0,0,2.5,110,ESE,,,9.3
20010501-05:30,Haze,16,0,0,38.5,27,,1007,0,0,38,0,0,2.8,30,NNE,,,7.4
20010501-06:30,Haze,18,0,0,41.9,27,,1006,0,0,40,0,0,3.5,20,NNE,,,7.4
20010501-07:30,Haze,17,0,0,43.6,23,,1005,0,0,42,0,0,3.5,330,NNW,,,9.3
20010501-08:30,Haze,15,0,0,41.6,22,,1004,0,0,41,0,0,3.5,340,NNW,,,14.8
20010501-09:30,Thunderstorms and Rain,13,0,0,,44,,1005,1,0,26,1,0,1.5,350,North,,,37
20010501-14:30,Haze,15,0,0,30.6,38,,1005,0,0,31,0,0,1.6,10,North,,,11.1
20010501-15:30,Haze,14,0,0,30.3,35,,1006,0,0,31,0,0,1.2,280,West,,,18.5
20010501-16:30,Haze,18,0,0,29.8,51,,1005,0,0,29,0,0,1.4,250,WSW,,,5.6
20010501-17:30,Haze,18,0,0,29.8,51,,1003,0,0,29,0,0,1.4,0,North,,,0
20010501-18:30,Scattered Clouds,19,0,0,30.3,55,,1003,0,0,29,0,0,1.4,0,North,,,0
20010501-19:30,Haze,16,0,0,28.3,48,,1003,0,0,28,0,0,1.4,200,SSW,,,9.3
20010501-20:30,Haze,18,0,0,27.9,58,,1003,0,0,27,0,0,1.3,0,North,,,0
20010501-21:30,Haze,18,0,0,27.9,58,,1003,0,0,27,0,0,1.4,70,ENE,,,5.6
20010501-23:30,Haze,16,0,0,,54,,1003,0,0,26,0,0,1.5,80,East,,,9.3
20010502-00:30,Smoke,16,0,0,,54,,1004,0,0,26,0,0,1.5,130,SE,,,7.4
20010502-01:30,Smoke,14,0,0,27.1,45,,1005,0,0,27,0,0,1.4,180,South,,,9.3
20010502-02:30,Smoke,14,0,0,29.4,37,,1006,0,0,30,0,0,1.4,140,SE,,,11.1
20010502-03:30,Haze,15,0,0,32.6,34,,1006,0,0,33,0,0,2,80,East,,,11.1
20010502-04:30,Haze,17,0,0,36.7,32,,1006,0,0,36,0,0,1.4,120,ESE,,,9.3
20010502-05:30,Haze,16,0,0,38.5,27,,1006,0,0,38,0,0,1.7,230,SW,,,5.6
20010502-07:30,Haze,15,0,0,39.1,24,,1004,0,0,39,0,0,3,20,NNE,,,11.1
20010502-08:30,Haze,16,0,0,40.7,24,,1003,0,0,40,0,0,,100,East,,,5.6
20010502-09:30,Haze,16,0,0,40.7,24,,1002,0,0,40,0,0,3,0,North,,,0
20010502-10:30,Haze,15,0,0,41.6,22,,1001,0,0,41,0,0,3,250,WSW,,,9.3
20010502-11:30,Clear,16,0,0,42,23,,1000,0,0,41,0,0,3,10,North,,,7.4
20010502-12:30,Partly Cloudy,16,0,0,40.7,24,,1000,0,0,40,0,0,2.8,60,ENE,,,5.6
20010502-13:30,Partly Cloudy,19,0,0,40.5,33,,1000,0,0,38,0,0,2.2,50,NE,,,5.6
20010502-14:30,Clear,19,0,0,36.9,39,,1001,0,0,35,0,0,2.2,0,North,,,0
20010502-15:30,Clear,17,0,0,36.7,32,,1001,0,0,36,0,0,2.2,0,North,,,0
20010502-16:30,Clear,17,0,0,34.5,36,,1001,0,0,34,0,0,2.2,90,East,,,5.6
20010502-17:30,Clear,17,0,0,33.4,38,,1001,0,0,33,0,0,1.5,120,ESE,,,7.4
20010502-18:30,Clear,17,0,0,32.3,40,,1001,0,0,32,0,0,1.4,110,ESE,,,14.8
20010502-19:30,Haze,16,0,0,30.9,40,,1001,0,0,31,0,0,2,120,ESE,,,9.3
20010502-20:30,Haze,15,0,0,30.6,38,,1000,0,0,31,0,0,2,150,SSE,,,13
20010502-21:30,Haze,15,0,0,30.6,38,,1000,0,0,31,0,0,2.2,150,SSE,,,14.8
20010502-22:30,Haze,14,0,0,30.3,35,,1000,0,0,31,0,0,2.2,160,SSE,,,16.7
20010502-23:30,Haze,15,0,0,30.6,38,,1000,0,0,31,0,0,2.2,160,SSE,,,11.1
20010503-00:30,Haze,15,0,0,30.6,38,,1000,0,0,31,0,0,2.5,170,South,,,14.8
20010503-01:30,Haze,17,0,0,31.4,43,,1001,0,0,31,0,0,2.8,150,SSE,,,9.3
20010503-02:30,Haze,19,0,0,34.5,43,,1001,0,0,33,0,0,3,120,ESE,,,7.4
20010503-03:30,Haze,18,0,0,36.1,36,,1001,0,0,35,0,0,3.5,120,ESE,,,9.3
20010503-04:30,Haze,17,0,0,36.7,32,,1002,0,0,36,0,0,4,80,East,,,18.5
20010503-05:30,Clear,18,0,0,38.4,32,,1002,0,0,37,0,0,,100,East,,,14.8
20010503-06:30,Scattered Clouds,19,0,0,40.5,33,,1001,0,0,38,0,0,3,110,ESE,,,14.8
20010503-08:30,Haze,9,0,0,,24,,1000,0,0,32,0,0,3.5,20,NNE,46.3,,27.8
20010503-09:30,Haze,12,0,0,31.7,28,,1000,0,0,33,0,0,4,40,NE,,,14.8
20010503-10:30,Haze,16,0,0,35.1,32,,999,0,0,35,0,0,4,360,North,,,5.6
20010503-11:30,Smoke,14,0,0,34.3,28,,998,0,0,35,0,0,4,150,SSE,,,9.3
20010503-12:30,Haze,16,0,0,35.1,32,,998,0,0,35,0,0,3.5,130,SE,,,5.6
20010503-13:30,Haze,16,0,0,33,36,,998,0,0,33,0,0,3,140,SE,,,7.4
20010503-15:30,Light Thunderstorms and Rain,12,0,0,28.2,35,,1002,1,0,29,1,0,3,50,NE,,,27.8
20010503-16:30,Haze,14,0,0,28.6,40,,1002,0,0,29,0,0,3,60,ENE,,,13
20010503-17:30,Haze,14,0,0,27.1,45,,1001,0,0,27,0,0,3,100,East,,,9.3
20010503-18:30,Haze,12,0,0,26.8,39,,1001,0,0,27,0,0,3,160,SSE,,,9.3
20010503-19:30,Haze,10,0,0,,34,,1001,0,0,27,0,0,3,160,SSE,,,18.5
20010503-20:30,Haze,13,0,0,27,42,,1000,0,0,27,0,0,3,190,South,,,5.6
20010503-21:30,Haze,13,0,0,27,42,,1000,0,0,27,0,0,3,150,SSE,,,5.6
20010503-22:30,Haze,13,0,0,,44,,1001,0,0,26,0,0,3,100,East,,,11.1
20010503-23:30,Haze,12,0,0,,42,,1001,0,0,26,0,0,3,180,South,,,7.4
20010504-00:30,Haze,13,0,0,,44,,1002,0,0,26,0,0,3,100,East,,,5.6
20010504-01:30,Haze,13,0,0,27,42,,1003,0,0,27,0,0,3,80,East,,,5.6
20010504-02:30,Haze,13,0,0,29.2,35,,1004,0,0,30,0,0,3,150,SSE,,,7.4
20010504-03:30,Haze,14,0,0,31.2,33,,1004,0,0,32,0,0,4,150,SSE,,,11.1
20010504-04:30,Haze,11,0,0,,24,,1004,0,0,34,0,0,5,150,SSE,,,14.8
20010504-05:30,Haze,14,0,0,35.5,27,,1004,0,0,36,0,0,5,100,East,,,18.5
20010504-06:30,Haze,14,0,0,36.4,25,,1004,0,0,37,0,0,5,100,East,,,20.4
20010504-10:30,Clear,14,0,0,38.5,22,,1001,0,0,39,0,0,6,30,NNE,,,11.1
20010504-11:30,Haze,14,0,0,38.5,22,,1001,0,0,39,0,0,5,50,NE,,,9.3
20010504-12:30,Haze,15,0,0,37.9,25,,1001,0,0,38,0,0,3.5,40,NE,,,5.6
20010504-13:30,Haze,16,0,0,36.2,30,,1002,0,0,36,0,0,2.8,50,NE,,,7.4
20010504-14:30,Haze,16,0,0,34,34,,1002,0,0,34,0,0,2.5,70,ENE,,,9.3
20010504-15:30,Haze,16,0,0,33,36,,1003,0,0,33,0,0,2.8,110,ESE,,,13
20010504-16:30,Haze,15,0,0,31.6,36,,1003,0,0,32,0,0,2.8,100,East,,,13
20010504-17:30,Haze,14,0,0,30.3,35,,1004,0,0,31,0,0,2.8,100,East,,,16.7
20010504-18:30,Haze,13,0,0,29.2,35,,1004,0,0,30,0,0,2.5,110,ESE,,,9.3
20010504-19:30,Haze,16,0,0,29.1,45,,1004,0,0,29,0,0,2.5,120,ESE,,,5.6
20010504-20:30,Haze,13,0,0,29.2,35,,1003,0,0,30,0,0,2.5,110,ESE,,,14.8
20010504-21:30,Haze,13,0,0,28.4,37,,1003,0,0,29,0,0,2.8,110,ESE,,,16.7
20010504-22:21,Haze,14,0,0,28.6,40,,1003,0,0,29,0,0,3,110,ESE,,,18.5
20010504-23:30,Haze,15,0,0,28,45,,1003,0,0,28,0,0,3.5,100,East,,,13
20010505-00:30,Haze,15,0,0,27.3,48,,1004,0,0,27,0,0,3,110,ESE,,,14.8
20010505-01:30,Haze,14,0,0,27.1,45,,1005,0,0,27,0,0,2.5,90,East,,,18.5
20010505-02:30,Haze,16,0,0,29.1,45,,1005,0,0,29,0,0,2.5,100,East,,,14.8
20010505-03:30,Haze,14,0,0,30.3,35,,1005,0,0,31,0,0,2.5,130,SE,,,14.8
20010505-04:30,Haze,16,0,0,33,36,,1005,0,0,33,0,0,3,140,SE,,,9.3
20010505-05:30,Haze,19,0,0,38.1,37,,1005,0,0,36,0,0,3.5,110,ESE,,,14.8
20010505-06:30,Haze,20,0,0,41.3,35,,1005,0,0,38,0,0,4,120,ESE,,,7.4
20010505-07:30,Haze,19,0,0,41.6,31,,1004,0,0,39,0,0,4.5,110,ESE,,,9.3
20010505-08:30,Haze,19,0,0,44.2,28,,1003,0,0,41,0,0,4.5,120,ESE,,,5.6
20010505-09:30,Haze,17,0,0,43.6,23,,1002,0,0,42,0,0,4.5,0,North,,,0
20010505-10:30,Haze,15,0,0,42.3,20,,1001,0,0,42,0,0,4,330,NNW,,,9.3
20010505-11:30,Haze,15,0,0,42.3,20,,1000,0,0,42,0,0,4,20,NNE,,,11.1
20010505-12:30,Haze,16,0,0,40.7,24,,1000,0,0,40,0,0,3.5,10,North,,,9.3
20010505-13:30,Haze,19,0,0,40.5,33,,1000,0,0,38,0,0,,40,NE,,,7.4
20010505-14:30,Haze,18,0,0,37.2,34,,1001,0,0,36,0,0,3,80,East,,,18.5
20010505-15:30,Haze,17,0,0,35.6,34,,1001,0,0,35,0,0,3,70,ENE,,,14.8
20010505-16:30,Haze,16,0,0,33,36,,1002,0,0,33,0,0,3,90,East,,,18.5
20010505-17:30,Haze,15,0,0,32.6,34,,1002,0,0,33,0,0,3,90,East,,,18.5
20010505-18:30,Haze,15,0,0,31.6,36,,1002,0,0,32,0,0,3,100,East,,,18.5
20010505-19:30,Haze,15,0,0,31.6,36,,1001,0,0,32,0,0,3,100,East,,,18.5
20010505-20:30,Haze,16,0,0,30.9,40,,1001,0,0,31,0,0,3,120,ESE,,,9.3
20010505-21:30,Haze,16,0,0,30.9,40,,1000,0,0,31,0,0,3,100,East,,,13
20010505-22:30,Haze,15,0,0,30.6,38,,1000,0,0,31,0,0,3,150,SSE,,,11.1
